timestamp_local,split,uq_partition,node_count,causal_input_node_count,timestamp_utc,date,hour,eligible_sample_count_h1,eligible_sample_count_h3,eligible_sample_count_h6
2025-12-10 00:00:00,train,train,51,51,2025-12-09 16:00:00,2025-12-10,0,48,0,0
2025-12-10 01:00:00,train,train,51,51,2025-12-09 17:00:00,2025-12-10,1,0,0,50
2025-12-10 02:00:00,train,train,51,51,2025-12-09 18:00:00,2025-12-10,2,0,0,51
2025-12-10 03:00:00,train,train,51,51,2025-12-09 19:00:00,2025-12-10,3,0,0,51
2025-12-10 04:00:00,train,train,51,51,2025-12-09 20:00:00,2025-12-10,4,0,50,50
2025-12-10 05:00:00,train,train,51,51,2025-12-09 21:00:00,2025-12-10,5,0,51,51
2025-12-10 06:00:00,train,train,51,51,2025-12-09 22:00:00,2025-12-10,6,50,51,51
2025-12-10 07:00:00,train,train,51,51,2025-12-09 23:00:00,2025-12-10,7,51,50,51
2025-12-10 08:00:00,train,train,51,51,2025-12-10 00:00:00,2025-12-10,8,51,51,51
2025-12-10 09:00:00,train,train,51,51,2025-12-10 01:00:00,2025-12-10,9,50,51,51
2025-12-10 10:00:00,train,train,51,51,2025-12-10 02:00:00,2025-12-10,10,51,51,51
2025-12-10 11:00:00,train,train,51,51,2025-12-10 03:00:00,2025-12-10,11,51,51,51
2025-12-10 12:00:00,train,train,51,51,2025-12-10 04:00:00,2025-12-10,12,51,51,51
2025-12-10 13:00:00,train,train,51,51,2025-12-10 05:00:00,2025-12-10,13,51,51,51
2025-12-10 14:00:00,train,train,51,51,2025-12-10 06:00:00,2025-12-10,14,51,51,51
2025-12-10 15:00:00,train,train,51,51,2025-12-10 07:00:00,2025-12-10,15,51,51,51
2025-12-10 16:00:00,train,train,51,51,2025-12-10 08:00:00,2025-12-10,16,51,51,51
2025-12-10 17:00:00,train,train,51,51,2025-12-10 09:00:00,2025-12-10,17,51,51,51
2025-12-10 18:00:00,train,train,51,51,2025-12-10 10:00:00,2025-12-10,18,51,51,51
2025-12-10 19:00:00,train,train,51,51,2025-12-10 11:00:00,2025-12-10,19,51,51,50
2025-12-10 20:00:00,train,train,51,51,2025-12-10 12:00:00,2025-12-10,20,51,51,51
2025-12-10 21:00:00,train,train,51,51,2025-12-10 13:00:00,2025-12-10,21,51,51,51
2025-12-10 22:00:00,train,train,51,51,2025-12-10 14:00:00,2025-12-10,22,51,50,51
2025-12-10 23:00:00,train,train,51,51,2025-12-10 15:00:00,2025-12-10,23,51,51,51
2025-12-11 00:00:00,train,train,51,51,2025-12-10 16:00:00,2025-12-11,0,50,51,51
2025-12-11 01:00:00,train,train,51,51,2025-12-10 17:00:00,2025-12-11,1,51,51,51
2025-12-11 02:00:00,train,train,51,51,2025-12-10 18:00:00,2025-12-11,2,51,51,0
2025-12-11 03:00:00,train,train,51,51,2025-12-10 19:00:00,2025-12-11,3,51,51,0
2025-12-11 04:00:00,train,train,51,51,2025-12-10 20:00:00,2025-12-11,4,51,51,51
2025-12-11 05:00:00,train,train,51,51,2025-12-10 21:00:00,2025-12-11,5,51,0,51
2025-12-11 06:00:00,train,train,51,51,2025-12-10 22:00:00,2025-12-11,6,51,0,51
2025-12-11 07:00:00,train,train,51,51,2025-12-10 23:00:00,2025-12-11,7,0,51,51
2025-12-11 08:00:00,train,train,51,51,2025-12-11 00:00:00,2025-12-11,8,0,51,51
2025-12-11 09:00:00,train,train,51,51,2025-12-11 01:00:00,2025-12-11,9,51,51,51
2025-12-11 10:00:00,train,train,51,51,2025-12-11 02:00:00,2025-12-11,10,51,51,51
2025-12-11 11:00:00,train,train,51,51,2025-12-11 03:00:00,2025-12-11,11,51,51,51
2025-12-11 12:00:00,train,train,51,51,2025-12-11 04:00:00,2025-12-11,12,51,51,51
2025-12-11 13:00:00,train,train,51,51,2025-12-11 05:00:00,2025-12-11,13,51,51,51
2025-12-11 14:00:00,train,train,51,51,2025-12-11 06:00:00,2025-12-11,14,51,51,51
2025-12-11 15:00:00,train,train,51,51,2025-12-11 07:00:00,2025-12-11,15,51,51,51
2025-12-11 16:00:00,train,train,51,51,2025-12-11 08:00:00,2025-12-11,16,51,51,51
2025-12-11 17:00:00,train,train,51,51,2025-12-11 09:00:00,2025-12-11,17,51,51,51
2025-12-11 18:00:00,train,train,51,51,2025-12-11 10:00:00,2025-12-11,18,51,51,51
2025-12-11 19:00:00,train,train,51,51,2025-12-11 11:00:00,2025-12-11,19,51,51,51
2025-12-11 20:00:00,train,train,51,51,2025-12-11 12:00:00,2025-12-11,20,51,51,51
2025-12-11 21:00:00,train,train,51,51,2025-12-11 13:00:00,2025-12-11,21,51,51,51
2025-12-11 22:00:00,train,train,51,51,2025-12-11 14:00:00,2025-12-11,22,51,51,51
2025-12-11 23:00:00,train,train,51,51,2025-12-11 15:00:00,2025-12-11,23,51,51,51
2025-12-12 00:00:00,train,train,51,51,2025-12-11 16:00:00,2025-12-12,0,51,51,51
2025-12-12 01:00:00,train,train,51,51,2025-12-11 17:00:00,2025-12-12,1,51,51,51
2025-12-12 02:00:00,train,train,51,51,2025-12-11 18:00:00,2025-12-12,2,51,51,51
2025-12-12 03:00:00,train,train,51,51,2025-12-11 19:00:00,2025-12-12,3,51,51,51
2025-12-12 04:00:00,train,train,51,51,2025-12-11 20:00:00,2025-12-12,4,51,51,51
2025-12-12 05:00:00,train,train,51,51,2025-12-11 21:00:00,2025-12-12,5,51,51,51
2025-12-12 06:00:00,train,train,51,51,2025-12-11 22:00:00,2025-12-12,6,51,51,51
2025-12-12 07:00:00,train,train,51,51,2025-12-11 23:00:00,2025-12-12,7,51,51,51
2025-12-12 08:00:00,train,train,51,51,2025-12-12 00:00:00,2025-12-12,8,51,51,51
2025-12-12 09:00:00,train,train,51,51,2025-12-12 01:00:00,2025-12-12,9,51,51,51
2025-12-12 10:00:00,train,train,51,51,2025-12-12 02:00:00,2025-12-12,10,51,51,50
2025-12-12 11:00:00,train,train,51,51,2025-12-12 03:00:00,2025-12-12,11,51,51,51
2025-12-12 12:00:00,train,train,51,51,2025-12-12 04:00:00,2025-12-12,12,51,51,51
2025-12-12 13:00:00,train,train,51,51,2025-12-12 05:00:00,2025-12-12,13,51,50,51
2025-12-12 14:00:00,train,train,51,51,2025-12-12 06:00:00,2025-12-12,14,51,51,51
2025-12-12 15:00:00,train,train,51,51,2025-12-12 07:00:00,2025-12-12,15,50,51,51
2025-12-12 16:00:00,train,train,51,51,2025-12-12 08:00:00,2025-12-12,16,51,51,51
2025-12-12 17:00:00,train,train,51,51,2025-12-12 09:00:00,2025-12-12,17,51,51,51
2025-12-12 18:00:00,train,train,51,51,2025-12-12 10:00:00,2025-12-12,18,51,51,51
2025-12-12 19:00:00,train,train,51,51,2025-12-12 11:00:00,2025-12-12,19,51,51,51
2025-12-12 20:00:00,train,train,51,51,2025-12-12 12:00:00,2025-12-12,20,51,51,51
2025-12-12 21:00:00,train,train,51,51,2025-12-12 13:00:00,2025-12-12,21,51,51,51
2025-12-12 22:00:00,train,train,51,51,2025-12-12 14:00:00,2025-12-12,22,51,51,51
2025-12-12 23:00:00,train,train,51,51,2025-12-12 15:00:00,2025-12-12,23,51,51,51
2025-12-13 00:00:00,train,train,51,51,2025-12-12 16:00:00,2025-12-13,0,51,51,51
2025-12-13 01:00:00,train,train,51,51,2025-12-12 17:00:00,2025-12-13,1,51,51,51
2025-12-13 02:00:00,train,train,51,51,2025-12-12 18:00:00,2025-12-13,2,51,51,51
2025-12-13 03:00:00,train,train,51,51,2025-12-12 19:00:00,2025-12-13,3,51,51,51
2025-12-13 04:00:00,train,train,51,51,2025-12-12 20:00:00,2025-12-13,4,51,51,51
2025-12-13 05:00:00,train,train,51,51,2025-12-12 21:00:00,2025-12-13,5,51,51,51
2025-12-13 06:00:00,train,train,51,51,2025-12-12 22:00:00,2025-12-13,6,51,51,51
2025-12-13 07:00:00,train,train,51,51,2025-12-12 23:00:00,2025-12-13,7,51,51,51
2025-12-13 08:00:00,train,train,51,51,2025-12-13 00:00:00,2025-12-13,8,51,51,51
2025-12-13 09:00:00,train,train,51,51,2025-12-13 01:00:00,2025-12-13,9,51,51,51
2025-12-13 10:00:00,train,train,51,51,2025-12-13 02:00:00,2025-12-13,10,51,51,51
2025-12-13 11:00:00,train,train,51,51,2025-12-13 03:00:00,2025-12-13,11,51,51,51
2025-12-13 12:00:00,train,train,51,51,2025-12-13 04:00:00,2025-12-13,12,51,51,50
2025-12-13 13:00:00,train,train,51,51,2025-12-13 05:00:00,2025-12-13,13,51,51,51
2025-12-13 14:00:00,train,train,51,51,2025-12-13 06:00:00,2025-12-13,14,51,51,51
2025-12-13 15:00:00,train,train,51,51,2025-12-13 07:00:00,2025-12-13,15,51,50,51
2025-12-13 16:00:00,train,train,51,51,2025-12-13 08:00:00,2025-12-13,16,51,51,50
2025-12-13 17:00:00,train,train,51,51,2025-12-13 09:00:00,2025-12-13,17,50,51,51
2025-12-13 18:00:00,train,train,51,51,2025-12-13 10:00:00,2025-12-13,18,51,51,51
2025-12-13 19:00:00,train,train,51,51,2025-12-13 11:00:00,2025-12-13,19,51,50,51
2025-12-13 20:00:00,train,train,51,51,2025-12-13 12:00:00,2025-12-13,20,51,51,51
2025-12-13 21:00:00,train,train,51,51,2025-12-13 13:00:00,2025-12-13,21,50,51,51
2025-12-13 22:00:00,train,train,51,51,2025-12-13 14:00:00,2025-12-13,22,51,51,51
2025-12-13 23:00:00,train,train,51,51,2025-12-13 15:00:00,2025-12-13,23,51,51,51
2025-12-14 00:00:00,train,train,51,51,2025-12-13 16:00:00,2025-12-14,0,51,51,51
2025-12-14 01:00:00,train,train,51,51,2025-12-13 17:00:00,2025-12-14,1,51,51,51
2025-12-14 02:00:00,train,train,51,51,2025-12-13 18:00:00,2025-12-14,2,51,51,51
2025-12-14 03:00:00,train,train,51,51,2025-12-13 19:00:00,2025-12-14,3,51,51,51
2025-12-14 04:00:00,train,train,51,51,2025-12-13 20:00:00,2025-12-14,4,51,51,51
2025-12-14 05:00:00,train,train,51,51,2025-12-13 21:00:00,2025-12-14,5,51,51,51
2025-12-14 06:00:00,train,train,51,51,2025-12-13 22:00:00,2025-12-14,6,51,51,51
2025-12-14 07:00:00,train,train,51,51,2025-12-13 23:00:00,2025-12-14,7,51,51,51
2025-12-14 08:00:00,train,train,51,51,2025-12-14 00:00:00,2025-12-14,8,51,51,51
2025-12-14 09:00:00,train,train,51,51,2025-12-14 01:00:00,2025-12-14,9,51,51,51
2025-12-14 10:00:00,train,train,51,51,2025-12-14 02:00:00,2025-12-14,10,51,51,51
2025-12-14 11:00:00,train,train,51,51,2025-12-14 03:00:00,2025-12-14,11,51,51,51
2025-12-14 12:00:00,train,train,51,51,2025-12-14 04:00:00,2025-12-14,12,51,51,51
2025-12-14 13:00:00,train,train,51,51,2025-12-14 05:00:00,2025-12-14,13,51,51,51
2025-12-14 14:00:00,train,train,51,51,2025-12-14 06:00:00,2025-12-14,14,51,51,51
2025-12-14 15:00:00,train,train,51,51,2025-12-14 07:00:00,2025-12-14,15,51,51,51
2025-12-14 16:00:00,train,train,51,51,2025-12-14 08:00:00,2025-12-14,16,51,51,51
2025-12-14 17:00:00,train,train,51,51,2025-12-14 09:00:00,2025-12-14,17,51,51,51
2025-12-14 18:00:00,train,train,51,51,2025-12-14 10:00:00,2025-12-14,18,51,51,51
2025-12-14 19:00:00,train,train,51,51,2025-12-14 11:00:00,2025-12-14,19,51,51,51
2025-12-14 20:00:00,train,train,51,51,2025-12-14 12:00:00,2025-12-14,20,51,51,51
2025-12-14 21:00:00,train,train,51,51,2025-12-14 13:00:00,2025-12-14,21,51,51,51
2025-12-14 22:00:00,train,train,51,51,2025-12-14 14:00:00,2025-12-14,22,51,51,51
2025-12-14 23:00:00,train,train,51,51,2025-12-14 15:00:00,2025-12-14,23,51,51,51
2025-12-15 00:00:00,train,train,51,51,2025-12-14 16:00:00,2025-12-15,0,51,51,51
2025-12-15 01:00:00,train,train,51,51,2025-12-14 17:00:00,2025-12-15,1,51,51,51
2025-12-15 02:00:00,train,train,51,51,2025-12-14 18:00:00,2025-12-15,2,51,51,51
2025-12-15 03:00:00,train,train,51,51,2025-12-14 19:00:00,2025-12-15,3,51,51,51
2025-12-15 04:00:00,train,train,51,51,2025-12-14 20:00:00,2025-12-15,4,51,51,51
2025-12-15 05:00:00,train,train,51,51,2025-12-14 21:00:00,2025-12-15,5,51,51,51
2025-12-15 06:00:00,train,train,51,51,2025-12-14 22:00:00,2025-12-15,6,51,51,51
2025-12-15 07:00:00,train,train,51,51,2025-12-14 23:00:00,2025-12-15,7,51,51,51
2025-12-15 08:00:00,train,train,51,51,2025-12-15 00:00:00,2025-12-15,8,51,51,51
2025-12-15 09:00:00,train,train,51,51,2025-12-15 01:00:00,2025-12-15,9,51,51,51
2025-12-15 10:00:00,train,train,51,51,2025-12-15 02:00:00,2025-12-15,10,51,51,51
2025-12-15 11:00:00,train,train,51,51,2025-12-15 03:00:00,2025-12-15,11,51,51,51
2025-12-15 12:00:00,train,train,51,51,2025-12-15 04:00:00,2025-12-15,12,51,51,51
2025-12-15 13:00:00,train,train,51,51,2025-12-15 05:00:00,2025-12-15,13,51,51,51
2025-12-15 14:00:00,train,train,51,51,2025-12-15 06:00:00,2025-12-15,14,51,51,51
2025-12-15 15:00:00,train,train,51,51,2025-12-15 07:00:00,2025-12-15,15,51,51,51
2025-12-15 16:00:00,train,train,51,51,2025-12-15 08:00:00,2025-12-15,16,51,51,51
2025-12-15 17:00:00,train,train,51,51,2025-12-15 09:00:00,2025-12-15,17,51,51,51
2025-12-15 18:00:00,train,train,51,51,2025-12-15 10:00:00,2025-12-15,18,51,51,51
2025-12-15 19:00:00,train,train,51,51,2025-12-15 11:00:00,2025-12-15,19,51,51,51
2025-12-15 20:00:00,train,train,51,51,2025-12-15 12:00:00,2025-12-15,20,51,51,51
2025-12-15 21:00:00,train,train,51,51,2025-12-15 13:00:00,2025-12-15,21,51,51,51
2025-12-15 22:00:00,train,train,51,51,2025-12-15 14:00:00,2025-12-15,22,51,51,51
2025-12-15 23:00:00,train,train,51,51,2025-12-15 15:00:00,2025-12-15,23,51,51,51
2025-12-16 00:00:00,train,train,51,51,2025-12-15 16:00:00,2025-12-16,0,51,51,51
2025-12-16 01:00:00,train,train,51,51,2025-12-15 17:00:00,2025-12-16,1,51,51,51
2025-12-16 02:00:00,train,train,51,51,2025-12-15 18:00:00,2025-12-16,2,51,51,51
2025-12-16 03:00:00,train,train,51,51,2025-12-15 19:00:00,2025-12-16,3,51,51,51
2025-12-16 04:00:00,train,train,51,51,2025-12-15 20:00:00,2025-12-16,4,51,51,51
2025-12-16 05:00:00,train,train,51,51,2025-12-15 21:00:00,2025-12-16,5,51,51,51
2025-12-16 06:00:00,train,train,51,51,2025-12-15 22:00:00,2025-12-16,6,51,51,50
2025-12-16 07:00:00,train,train,51,51,2025-12-15 23:00:00,2025-12-16,7,51,51,51
2025-12-16 08:00:00,train,train,51,51,2025-12-16 00:00:00,2025-12-16,8,51,51,51
2025-12-16 09:00:00,train,train,51,51,2025-12-16 01:00:00,2025-12-16,9,51,50,51
2025-12-16 10:00:00,train,train,51,51,2025-12-16 02:00:00,2025-12-16,10,51,51,51
2025-12-16 11:00:00,train,train,51,51,2025-12-16 03:00:00,2025-12-16,11,50,51,51
2025-12-16 12:00:00,train,train,51,51,2025-12-16 04:00:00,2025-12-16,12,51,51,51
2025-12-16 13:00:00,train,train,51,51,2025-12-16 05:00:00,2025-12-16,13,51,51,51
2025-12-16 14:00:00,train,train,51,51,2025-12-16 06:00:00,2025-12-16,14,51,51,51
2025-12-16 15:00:00,train,train,51,51,2025-12-16 07:00:00,2025-12-16,15,51,51,50
2025-12-16 16:00:00,train,train,51,51,2025-12-16 08:00:00,2025-12-16,16,51,51,51
2025-12-16 17:00:00,train,train,51,51,2025-12-16 09:00:00,2025-12-16,17,51,51,51
2025-12-16 18:00:00,train,train,51,51,2025-12-16 10:00:00,2025-12-16,18,51,50,51
2025-12-16 19:00:00,train,train,51,51,2025-12-16 11:00:00,2025-12-16,19,51,51,51
2025-12-16 20:00:00,train,train,51,51,2025-12-16 12:00:00,2025-12-16,20,50,51,51
2025-12-16 21:00:00,train,train,51,51,2025-12-16 13:00:00,2025-12-16,21,51,51,51
2025-12-16 22:00:00,train,train,51,51,2025-12-16 14:00:00,2025-12-16,22,51,51,51
2025-12-16 23:00:00,train,train,51,51,2025-12-16 15:00:00,2025-12-16,23,51,51,51
2025-12-17 00:00:00,train,train,51,51,2025-12-16 16:00:00,2025-12-17,0,51,51,51
2025-12-17 01:00:00,train,train,51,51,2025-12-16 17:00:00,2025-12-17,1,51,51,51
2025-12-17 02:00:00,train,train,51,51,2025-12-16 18:00:00,2025-12-17,2,51,51,51
2025-12-17 03:00:00,train,train,51,51,2025-12-16 19:00:00,2025-12-17,3,51,51,51
2025-12-17 04:00:00,train,train,51,51,2025-12-16 20:00:00,2025-12-17,4,51,51,51
2025-12-17 05:00:00,train,train,51,51,2025-12-16 21:00:00,2025-12-17,5,51,51,51
2025-12-17 06:00:00,train,train,51,51,2025-12-16 22:00:00,2025-12-17,6,51,51,51
2025-12-17 07:00:00,train,train,51,51,2025-12-16 23:00:00,2025-12-17,7,51,51,51
2025-12-17 08:00:00,train,train,51,51,2025-12-17 00:00:00,2025-12-17,8,51,51,51
2025-12-17 09:00:00,train,train,51,51,2025-12-17 01:00:00,2025-12-17,9,51,51,51
2025-12-17 10:00:00,train,train,51,51,2025-12-17 02:00:00,2025-12-17,10,51,51,50
2025-12-17 11:00:00,train,train,51,51,2025-12-17 03:00:00,2025-12-17,11,51,51,51
2025-12-17 12:00:00,train,train,51,51,2025-12-17 04:00:00,2025-12-17,12,51,51,51
2025-12-17 13:00:00,train,train,51,51,2025-12-17 05:00:00,2025-12-17,13,51,50,51
2025-12-17 14:00:00,train,train,51,51,2025-12-17 06:00:00,2025-12-17,14,51,51,50
2025-12-17 15:00:00,train,train,51,51,2025-12-17 07:00:00,2025-12-17,15,50,51,51
2025-12-17 16:00:00,train,train,51,51,2025-12-17 08:00:00,2025-12-17,16,51,51,51
2025-12-17 17:00:00,train,train,51,51,2025-12-17 09:00:00,2025-12-17,17,51,50,51
2025-12-17 18:00:00,train,train,51,51,2025-12-17 10:00:00,2025-12-17,18,51,51,51
2025-12-17 19:00:00,train,train,51,51,2025-12-17 11:00:00,2025-12-17,19,50,51,51
2025-12-17 20:00:00,train,train,51,51,2025-12-17 12:00:00,2025-12-17,20,51,51,51
2025-12-17 21:00:00,train,train,51,51,2025-12-17 13:00:00,2025-12-17,21,51,51,50
2025-12-17 22:00:00,train,train,51,51,2025-12-17 14:00:00,2025-12-17,22,51,51,51
2025-12-17 23:00:00,train,train,51,51,2025-12-17 15:00:00,2025-12-17,23,51,51,51
2025-12-18 00:00:00,train,train,51,51,2025-12-17 16:00:00,2025-12-18,0,51,50,51
2025-12-18 01:00:00,train,train,51,51,2025-12-17 17:00:00,2025-12-18,1,51,51,51
2025-12-18 02:00:00,train,train,51,51,2025-12-17 18:00:00,2025-12-18,2,50,51,51
2025-12-18 03:00:00,train,train,51,51,2025-12-17 19:00:00,2025-12-18,3,51,51,51
2025-12-18 04:00:00,train,train,51,51,2025-12-17 20:00:00,2025-12-18,4,51,51,51
2025-12-18 05:00:00,train,train,51,51,2025-12-17 21:00:00,2025-12-18,5,51,51,51
2025-12-18 06:00:00,train,train,51,51,2025-12-17 22:00:00,2025-12-18,6,51,51,51
2025-12-18 07:00:00,train,train,51,51,2025-12-17 23:00:00,2025-12-18,7,51,51,51
2025-12-18 08:00:00,train,train,51,51,2025-12-18 00:00:00,2025-12-18,8,51,51,51
2025-12-18 09:00:00,train,train,51,51,2025-12-18 01:00:00,2025-12-18,9,51,51,51
2025-12-18 10:00:00,train,train,51,51,2025-12-18 02:00:00,2025-12-18,10,51,51,51
2025-12-18 11:00:00,train,train,51,51,2025-12-18 03:00:00,2025-12-18,11,51,51,51
2025-12-18 12:00:00,train,train,51,51,2025-12-18 04:00:00,2025-12-18,12,51,51,51
2025-12-18 13:00:00,train,train,51,51,2025-12-18 05:00:00,2025-12-18,13,51,51,51
2025-12-18 14:00:00,train,train,51,51,2025-12-18 06:00:00,2025-12-18,14,51,51,50
2025-12-18 15:00:00,train,train,51,51,2025-12-18 07:00:00,2025-12-18,15,51,51,51
2025-12-18 16:00:00,train,train,51,51,2025-12-18 08:00:00,2025-12-18,16,51,51,51
2025-12-18 17:00:00,train,train,51,51,2025-12-18 09:00:00,2025-12-18,17,51,50,51
2025-12-18 18:00:00,train,train,51,51,2025-12-18 10:00:00,2025-12-18,18,51,51,51
2025-12-18 19:00:00,train,train,51,51,2025-12-18 11:00:00,2025-12-18,19,50,51,51
2025-12-18 20:00:00,train,train,51,51,2025-12-18 12:00:00,2025-12-18,20,51,51,51
2025-12-18 21:00:00,train,train,51,51,2025-12-18 13:00:00,2025-12-18,21,51,51,51
2025-12-18 22:00:00,train,train,51,51,2025-12-18 14:00:00,2025-12-18,22,51,51,51
2025-12-18 23:00:00,train,train,51,51,2025-12-18 15:00:00,2025-12-18,23,51,51,51
2025-12-19 00:00:00,train,train,51,51,2025-12-18 16:00:00,2025-12-19,0,51,51,51
2025-12-19 01:00:00,train,train,51,51,2025-12-18 17:00:00,2025-12-19,1,51,51,51
2025-12-19 02:00:00,train,train,51,51,2025-12-18 18:00:00,2025-12-19,2,51,51,51
2025-12-19 03:00:00,train,train,51,51,2025-12-18 19:00:00,2025-12-19,3,51,51,51
2025-12-19 04:00:00,train,train,51,51,2025-12-18 20:00:00,2025-12-19,4,51,51,51
2025-12-19 05:00:00,train,train,51,51,2025-12-18 21:00:00,2025-12-19,5,51,51,51
2025-12-19 06:00:00,train,train,51,51,2025-12-18 22:00:00,2025-12-19,6,51,51,50
2025-12-19 07:00:00,train,train,51,51,2025-12-18 23:00:00,2025-12-19,7,51,51,51
2025-12-19 08:00:00,train,train,51,51,2025-12-19 00:00:00,2025-12-19,8,51,51,51
2025-12-19 09:00:00,train,train,51,51,2025-12-19 01:00:00,2025-12-19,9,51,50,51
2025-12-19 10:00:00,train,train,51,51,2025-12-19 02:00:00,2025-12-19,10,51,51,51
2025-12-19 11:00:00,train,train,51,51,2025-12-19 03:00:00,2025-12-19,11,50,51,51
2025-12-19 12:00:00,train,train,51,51,2025-12-19 04:00:00,2025-12-19,12,51,51,51
2025-12-19 13:00:00,train,train,51,51,2025-12-19 05:00:00,2025-12-19,13,51,51,51
2025-12-19 14:00:00,train,train,51,51,2025-12-19 06:00:00,2025-12-19,14,51,51,51
2025-12-19 15:00:00,train,train,51,51,2025-12-19 07:00:00,2025-12-19,15,51,51,51
2025-12-19 16:00:00,train,train,51,51,2025-12-19 08:00:00,2025-12-19,16,51,51,50
2025-12-19 17:00:00,train,train,51,51,2025-12-19 09:00:00,2025-12-19,17,51,51,51
2025-12-19 18:00:00,train,train,51,51,2025-12-19 10:00:00,2025-12-19,18,51,51,51
2025-12-19 19:00:00,train,train,51,51,2025-12-19 11:00:00,2025-12-19,19,51,50,51
2025-12-19 20:00:00,train,train,51,51,2025-12-19 12:00:00,2025-12-19,20,51,51,51
2025-12-19 21:00:00,train,train,51,51,2025-12-19 13:00:00,2025-12-19,21,50,51,51
2025-12-19 22:00:00,train,train,51,51,2025-12-19 14:00:00,2025-12-19,22,51,51,51
2025-12-19 23:00:00,train,train,51,51,2025-12-19 15:00:00,2025-12-19,23,51,51,51
2025-12-20 00:00:00,train,train,51,51,2025-12-19 16:00:00,2025-12-20,0,51,51,51
2025-12-20 01:00:00,train,train,51,51,2025-12-19 17:00:00,2025-12-20,1,51,51,51
2025-12-20 02:00:00,train,train,51,51,2025-12-19 18:00:00,2025-12-20,2,51,51,50
2025-12-20 03:00:00,train,train,51,51,2025-12-19 19:00:00,2025-12-20,3,51,51,51
2025-12-20 04:00:00,train,train,51,51,2025-12-19 20:00:00,2025-12-20,4,51,51,51
2025-12-20 05:00:00,train,train,51,51,2025-12-19 21:00:00,2025-12-20,5,51,50,51
2025-12-20 06:00:00,train,train,51,51,2025-12-19 22:00:00,2025-12-20,6,51,51,51
