relative_path,size_bytes,sha256
01_final_data/01_fcd_reference/node_master_final.csv,4880,3361d56d67ff25ed2094f04b355caecf84baf03da3adb250590ba55b960a6028
01_final_data/01_fcd_reference/node_order_final.csv,4880,3361d56d67ff25ed2094f04b355caecf84baf03da3adb250590ba55b960a6028
01_final_data/01_fcd_reference/node_order_verified.csv,4880,3361d56d67ff25ed2094f04b355caecf84baf03da3adb250590ba55b960a6028
01_final_data/01_fcd_reference/split_summary.csv,1122,9294efe8726dc289bed1ed8c0ab3a88f339d8f18bea07d6d459733a01bd5e3cc
01_final_data/11_experiment_ready/adjacency_binary.csv,5772,a488ee23ee83d7dc40e8406e66f89b5689901c157a00f42ff1822539e8671385
01_final_data/11_experiment_ready/adjacency_binary.npy,2729,b0043b4cbf9ae455cfb54379a025964fe8e90b0050f01bbb0f7ac6cc255aab19
01_final_data/11_experiment_ready/adjacency_distance.csv,47488,f2589d3ad315c68b64ce0f11ec724c8ab0c4ed5526696674a9b845b8505be202
01_final_data/11_experiment_ready/adjacency_distance.npy,20936,d8c57f347ed1331b6e651eb0eb61ea1ed7b5c2f38b645be4156c30ec881bb074
01_final_data/11_experiment_ready/data_dictionary.csv,26172,ac36c305e4e3ab78aa6836811c6c51cf7745b95e236521a1d27e20b51d13ccc9
01_final_data/11_experiment_ready/final_imputation_and_scaling_protocol.md,1125,1440b5745ac4d20f45d82af1ee9785ca74f4ed4bc18f02816a50182375cba632
01_final_data/11_experiment_ready/final_model_feature_list.csv,8545,6ad732a0e13ddb6604329e067b7ff3ee0d58371cc20ed5dacff104715a1f96f2
01_final_data/11_experiment_ready/node_order.json,564,3a5ac269b7266ca55166dae0f8e1d0ea9eb912c1d4710e48ce8d225a46ed4914
01_final_data/11_experiment_ready/node_order_final.csv,4880,3361d56d67ff25ed2094f04b355caecf84baf03da3adb250590ba55b960a6028
01_final_data/11_experiment_ready/scenario_sample_count.csv,2844,8451587ef0acecac76a46ebf26612f9874c8656a6ec8d91b935a2dfa4a25ee62
01_final_data/11_experiment_ready/training_only_imputation_statistics.csv,46254,b059cdaa915996a393fbc07d72d4ec1307b20e8a1acd7aec3b0521561a275e00
01_final_data/canonical_hourly_index.csv,163380,cef8f516177a9670b91e9cebd445d5d0ad1f356c80748c74ac7adb868eafd933
01_final_data/canonical_hourly_index.parquet,42973,635434853c8b376881e58f75239f3bd120a9533966998edfa9efffaf2f1926fc
01_final_data/final_model_features_frozen.parquet,6167042,40e1988f95ad246c8b4514c3144517d47d7b3ed20dca2260258a0bbddffff1d7
01_final_data/node_order_final.csv,4459,f302b033aef7a92c37d035daf380fd201fb620116f20fc92b877b016faa671de
01_final_data/sample_labels_long.parquet,2505312,085b370e3d689b6184d0727f2e92c563b880408f24896d6e44243bf0b13deb8e
01_final_data/scenario_labels.csv,20865076,2e4f038790127759fe86366de4cc4dd2bf8dc874a97c35fe0ed4e160d5265fd7
01_final_data/scenario_labels.parquet,1791513,074606753b6cec12b5c57414b1742544ce327db01ef3914394ca25d0c724d513
01_final_data/scenario_labels_final.csv,19940168,ee10fc22ce8acbff9c235bd431067bbbd14b92de03588b198bf9652432d912ed
01_final_data/scenario_labels_final.parquet,2101311,ce837573aee5ac6caac361bdd3a06e087097f708ff793537eae19c0305c42c90
01_final_data/scenario_sample_count.csv,1062,a7de2254b2b7e971e4da2a3a420345d3a317625b2f13d98e76dfb5160b42f4b0
02_audit/environment_training_only_imputation_audit.csv,5847,62353960c454d6a0cce207db1f24aaf559ab59c5531d6b7af92fc2124a31220d
02_audit/fcd_gap_distribution.csv,120782,e31fb6f1918701dde9f460b0d2a8df22549de954ca7f25d0baecfaf3cf6df0e0
02_audit/fcd_imputation_row_level_check.csv,14665200,94655b77c2d380aa674246ee6349b346b816f6561177503259c74402c23a85ca
02_audit/fcd_imputation_summary.csv,7408,ee212dab0d7a952ca82a105c51e82e6b6801e5664cb540b7edb607ccc322837c
02_audit/FINAL_AUDIT_PASS1.csv,342,c7b3989169f816dd05043101c5246685908b41d33f51929752617947888a0be3
02_audit/FINAL_AUDIT_PASS2.csv,324,589ee0c0926de366d6c4991aadd69985b8b8ce9814df2525132e9c6ec4648cce
02_audit/FINAL_AUDIT_PASS3.csv,1854,6c53321e21c1ae68effaf56cefb48698fcc0cf9aaa80b1277de677c84913500a
02_audit/final_lag_rolling_audit.csv,1247,13c5be19a22669c340fea45b20213fbc1b8ca3d375c9962a7af832c363f4551b
02_audit/final_node_order_audit.csv,4459,f302b033aef7a92c37d035daf380fd201fb620116f20fc92b877b016faa671de
02_audit/final_split_integrity.csv,595,d8ca31071fe75d7e05d26404db5d85f2b82535c2cc9b5ec70b3d90afab85b034
02_audit/final_target_integrity.csv,486,4904395b4af74e092f422ecf6f7d0e41c1456b91dba8f286f2af6e607acb57e5
02_audit/final_temporal_integrity.csv,3770,c2f6d69f57a840f59e28560ab7f82f5eb886d47b6de41151e37ce137ee28f2a3
02_audit/metric_reproduction_audit.csv,52176,b2c72d671b907adb9656e56a7f7db67f2fe1f56b08c6563c9592c87283cc5184
03_E0_baselines/best_checkpoint/Formal_TCN_h1_seed2025.pt,16906,e981f2582caa9b82f6f676afb61e825c9c3684d9374561466518b0c597eb8dde
03_E0_baselines/best_checkpoint/Formal_TCN_h1_seed20260623.pt,16962,a87718f2dde9ecd33e53452c88cd197db5d9c6d55ff258e525c8fa660d1f977c
03_E0_baselines/best_checkpoint/Formal_TCN_h1_seed20260715.pt,16962,deb2cf58e45d00143f7678a0c1cbf127b45f42b951f17724a3a79b03a3aa94aa
03_E0_baselines/best_checkpoint/Formal_TCN_h1_seed20260718.pt,16962,74e403b6224332da12fd2b95748b3e4ebfa7f095c5ca6395f5b7beeb5962729b
03_E0_baselines/best_checkpoint/Formal_TCN_h1_seed42.pt,16814,7fab8778ff1e567f0df340c827f1fd10d888697dd6e58796a8b035cf2d135d63
03_E0_baselines/best_checkpoint/Formal_TCN_h3_seed2025.pt,16906,64d2480226bd4de51ca01ebf20f7bced20563db300bf13a71f5f6828935fed09
03_E0_baselines/best_checkpoint/Formal_TCN_h3_seed20260623.pt,16962,d897838001e6e173c5bedca52a577c4a7c882558685cb8dd1f2b8dd32baa7bf7
03_E0_baselines/best_checkpoint/Formal_TCN_h3_seed20260715.pt,16962,16357cafde1a2e06e03617540e6e1ab0b61b4f0f0c19a12ce9b0821e52117a8c
03_E0_baselines/best_checkpoint/Formal_TCN_h3_seed20260718.pt,16962,d8c41ea57f4dc85262dac8327b7e9c54f1d2acedb8a8d6ce5bd858798e352751
03_E0_baselines/best_checkpoint/Formal_TCN_h3_seed42.pt,16814,5a51b7407950a3c7935cee9559f2c195a2865d13b07bf61b3e7a17c9a9517d1a
03_E0_baselines/best_checkpoint/Formal_TCN_h6_seed2025.pt,16906,24f0f23cfbd24f489142cabdc2a3b7eb3c73b74e56b6f5182e4d1021e48fc7f5
03_E0_baselines/best_checkpoint/Formal_TCN_h6_seed20260623.pt,16962,1cd3391d118c814618e5cb491408bb0e32477e5d0177a1e3a40a00b0d8d7fc4e
03_E0_baselines/best_checkpoint/Formal_TCN_h6_seed20260715.pt,16962,cb6fb39da9299c918642ba44de63da4d0710f239e17a7d42d0558e9cd6230bc3
03_E0_baselines/best_checkpoint/Formal_TCN_h6_seed20260718.pt,16962,9f9a2607ef0b5cf173a477c17367116cce9abc1df7fb49864273b7074577e5c0
03_E0_baselines/best_checkpoint/Formal_TCN_h6_seed42.pt,16814,b28c8374886c4caf3073079f886e6885a0a641043252912a4445fdc2b73eddd0
03_E0_baselines/best_checkpoint_manifest.csv,5901,eb8604241ca3c28cde3e5a91e4cdf31c6041f0a4604cf03594d22f67489a44f7
03_E0_baselines/config.yaml,561,7be9ce4fc3df6f3e6f6858d1017a2c672e3ccf19cd985b3dd98a7ac7fdf0e473
03_E0_baselines/convergence_audit.csv,3760,b5fbd8dbd262fb34f9203d3a693fbc852e7fdac2c121917f7b22e7af2429026e
03_E0_baselines/formal_tcn_predictions.parquet,1434695,8c6e3cdd19c9d32748bed7a6ef6f5d6db13262ab184c42167968ec7329000241
03_E0_baselines/formal_tcn_training.err.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
03_E0_baselines/formal_tcn_training.log,996,4d78d1aba872e6590edd5986e27bd6ec72bfc82ba69f3425dc770fd7c142c14d
03_E0_baselines/formal_tcn_training_v2.err.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
03_E0_baselines/formal_tcn_training_v2.log,421,bc2ae21544ae8e800ad577628ecb458a5d937a0f642c565775292801389465eb
03_E0_baselines/formal_tcn_training_v3.err.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
03_E0_baselines/formal_tcn_training_v3.log,4370,a7aa6618589347bcc5a5167767c052b96365208a465afd67d10eb3b3a7a7f22e
03_E0_baselines/metrics_by_seed.csv,11918,9e88b752c37147bc72ac58608b34e6da92458281b3ee7043edf28d2c09a3214c
03_E0_baselines/metrics_summary.csv,3176,2ac4d6d7f2bef78214065f94a8b4269b23f596dd0a186018a8ae9cea0ba2d327
03_E0_baselines/predictions.parquet,7631144,a0d967aff79ab950aeeeb1653bd1e1d982ffc35096dc435c7d7c97bc16edc011
03_E0_baselines/runs/curves_h1_seed2025.csv,11072,7a6e3a2f703c2d4c42d264c8597958fbfb0284724b272389fa96b7cc5f4ab017
03_E0_baselines/runs/curves_h1_seed20260623.csv,8873,54acfdef11bb158ec6090f8d3d0394ee8b9dfcb67a0939ca8e9c78a569203888
03_E0_baselines/runs/curves_h1_seed20260715.csv,9253,a53143f3c3cab4a9e965bb60281c071f30088c95bf2cdb5c9692a9bb0236d30c
03_E0_baselines/runs/curves_h1_seed20260718.csv,7189,5527822922ab0fa96eaefca17302976619483b96fca5e6581700864e23257fc4
03_E0_baselines/runs/curves_h1_seed42.csv,6637,614e81e862df13dc72e5de9afecc79cacd58d556842a553deb50426d3fc865cb
03_E0_baselines/runs/curves_h3_seed2025.csv,11843,65ce066ec192bdd3ea83f8c2b71ecd45028cb67f3b273da3edb9bed2c7165649
03_E0_baselines/runs/curves_h3_seed20260623.csv,13133,0580bc27580f333e68f8815e06dc7d0cbff1e865be92978c9e281cab6b3f1374
03_E0_baselines/runs/curves_h3_seed20260715.csv,13243,9d3489637c94a539e0dc6efde135f96ef46dc8a03ee798c37a530a9cb262c82c
03_E0_baselines/runs/curves_h3_seed20260718.csv,7575,12e259330ff629aa3639898206d2959e3daf8813d405d20d44b3c8ab33c80f5d
03_E0_baselines/runs/curves_h3_seed42.csv,9382,4ba1a9d1d300013b8dc0e9adc9fc04bb73e9a3e75c54ed6fc7160c51d6dc1cfe
03_E0_baselines/runs/curves_h6_seed2025.csv,9774,211cfa8843e2a28ad13520f86bfb4014d494392feba78b935cfa0f0619398574
03_E0_baselines/runs/curves_h6_seed20260623.csv,13125,f1bb6868e8ea68a39ef5b0702369b84a36720c39302137dc15883f152fe27c59
03_E0_baselines/runs/curves_h6_seed20260715.csv,10392,c5f1baf100dae57582a5c673314e82e4111d038fc9036e46abd7d6689b62cc1c
03_E0_baselines/runs/curves_h6_seed20260718.csv,12794,579f4cdf8c22a727002704a5433818570bfad0ecf437dee81ceb15ff7e4a0447
03_E0_baselines/runs/curves_h6_seed42.csv,10153,6b1b957d7137ff4a76048b8f5eec487712d4de40e33ca42f854eb6b9b6e7bafb
03_E0_baselines/runs/manifest_h1_seed2025.json,835,3678056f62ae9e6aa6a47b09874fb3b9e0037bf5681ce2f3e54057dbedfa54e6
03_E0_baselines/runs/manifest_h1_seed20260623.json,844,d219b2a9b4d3cdee54b750d603bf0be518ccccbd56bc40669f6e5d4f57cb227f
03_E0_baselines/runs/manifest_h1_seed20260715.json,843,ac5e8ab11f3d7c03e36c4e6a744d25cb364bf97680dee56453bbcd884a239e09
03_E0_baselines/runs/manifest_h1_seed20260718.json,843,096ff9f35a839017bb3ac0fde605376c922c64c9548892a81fa75f53b21d6c19
03_E0_baselines/runs/manifest_h1_seed42.json,831,d626d25e1b69318e674ae19049a50af8da497a2c2b3a06735af3a3ec67236536
03_E0_baselines/runs/manifest_h3_seed2025.json,834,ff62570084c9b751ace562bca9b10194ae5a343e06bc129cdec5e7353b4235d1
03_E0_baselines/runs/manifest_h3_seed20260623.json,842,749a5d111be69aaadee10769d51c917b70a221e971c90ac2887a78a1be993816
03_E0_baselines/runs/manifest_h3_seed20260715.json,840,24510e9f3510e503219bde7ff4f19ad551aca40dd40e3994c54ea7caf729a400
03_E0_baselines/runs/manifest_h3_seed20260718.json,843,00a91cfba502b1857bd1f79d6ff66ac520c9b287242782fe54afb3628b291d28
03_E0_baselines/runs/manifest_h3_seed42.json,832,343a26cebd4b86812ba1bf687845dd7f83fa59f7123897e8e44cde22ae5d027d
03_E0_baselines/runs/manifest_h6_seed2025.json,834,aef16fd2a2785b1ba30d95709de42f51d49275b4b5f84d4ea4913146209e8c9d
03_E0_baselines/runs/manifest_h6_seed20260623.json,841,323e0083d34de44c4f84415792bc45a510f7597ff201d32081585cb938e064b1
03_E0_baselines/runs/manifest_h6_seed20260715.json,844,9f7196999dc961d634adf35b2958c4e406af024789465e4a089dae2d0673b832
03_E0_baselines/runs/manifest_h6_seed20260718.json,843,d488e0916a5562810a68a05d11ba8528bb7641f5b6b48a87eae4ef38ab8984c3
03_E0_baselines/runs/manifest_h6_seed42.json,831,add00dda9d278ea3a849821b517a0da71bd01621e7d94a2d1e999259e3e033b8
03_E0_baselines/runs/predictions_h1_seed2025.parquet,154880,c5a8c4b29973112f5ff76ccde5821813ffccbe19635eca38f0f793a0f51077fe
03_E0_baselines/runs/predictions_h1_seed20260623.parquet,155056,7de3341576b3b2c5680f1b9aa12c19aed940f6b41f411f0d0654212080b325d1
03_E0_baselines/runs/predictions_h1_seed20260715.parquet,155202,99bf5535ed60c42fef4c6d71d3325cc99c94fbe2984339d1e19c99e6749376a8
03_E0_baselines/runs/predictions_h1_seed20260718.parquet,155980,9a62f2ec8791f62c5de5f7fa52b2d854b40603922698162fae21ed371a91b9a2
03_E0_baselines/runs/predictions_h1_seed42.parquet,155510,50411fa5ce80b5c03adc938e776a6d7c531f0fbc6af752e8e0d260d797bbc140
03_E0_baselines/runs/predictions_h3_seed2025.parquet,153091,e2fe921630a1aa5a6a0e1aa0d6811ed65deb662a1553497b4f89c9d7e9fb73ca
03_E0_baselines/runs/predictions_h3_seed20260623.parquet,152572,7de2a513ae7bfe221ee23f2cfd6d8a0329b348ff9883a40862863a2e393decc7
03_E0_baselines/runs/predictions_h3_seed20260715.parquet,152363,4140ab09e4c64c7750ef626340a68301158cee4412bc7853956da389c4a2cd71
03_E0_baselines/runs/predictions_h3_seed20260718.parquet,153246,8e32ab5f57366594da3daf7c4835820f8e4264c717391539d8ad184680308ed2
03_E0_baselines/runs/predictions_h3_seed42.parquet,152825,a574a1ac8f432ad52361ffcda7c8c7dfcc22bebfda2e134d796250c9a8c10084
03_E0_baselines/runs/predictions_h6_seed2025.parquet,151885,10411152ec452ef9b14b16783643fd97fde1383bb9ebec29d4214ff78a40e987
03_E0_baselines/runs/predictions_h6_seed20260623.parquet,151024,f2d894f69c9f8bb28c1a91ea66e5dd8b351925de05e8c6200f9c5172a0304779
03_E0_baselines/runs/predictions_h6_seed20260715.parquet,151763,7a7455b6484cde731d45796ecb074ed3504eaf0e409c78bd7d08b2d272c15068
03_E0_baselines/runs/predictions_h6_seed20260718.parquet,151828,f39292309acfe6aa363ebc3567b71a122f02a31250e0692981aaeb91e02d3680
03_E0_baselines/runs/predictions_h6_seed42.parquet,152588,07620585f8566189b895a8535987addf5fe9eadba2fd8aaa3473e007a1068170
03_E0_baselines/sample_consistency_tcn.csv,2430,8e5c38c8cbfa93b06356a6141e6d910444e9021125a3bed7302fc480c5583551
03_E0_baselines/training_curves.csv,147243,62712011fecda1a92d6a6a8325bfcf46f1460aa3d96d59c0025d538ac3a4b864
04_E1_E5/E0_E5_metrics_by_seed.csv,22444,90fa4bdcd23d91bf3d1d097d05b1d0c9a742411e4f41ef02aed7d36959da5804
04_E1_E5/E0_E5_metrics_summary.csv,6250,1a2d56947b3b3af7f4a9ebdc643baaf4db4a10ff977ed453436d0f7ae811f3b3
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h1_seed2025.json,2064607,b760321209e49b07f699f77f6d0e3d1f10caec24d7e9f43b071601e434078924
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h1_seed20260623.json,2134400,c3b96fdbb3e3aa926756c56c1f4ef0e4e39be81514db00d37a9845727838a93c
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h1_seed20260715.json,2554401,db7332abdb0f971936013e8fada69cb98eb3349b3ea44d8c1199b51363382ff5
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h1_seed20260718.json,3085328,d7c9d12939fe41b42248072555b2631361bb00131c64d5b59529dd3b7dfb513f
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h1_seed42.json,2715175,4d04e7f3db5c1c71bca769f946e7d4bc2c9374cd5f5b57e4ab14121c44179538
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h3_seed2025.json,2580894,579b289bfa81fda50b1e417a6852fff2313dc23762caae3fc46c3b6cb85866c0
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h3_seed20260623.json,2784291,8a9e9774641f45d91bc72befc69036e5dc438a4da1aa2ebcf308410c3b357bfc
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h3_seed20260715.json,2293523,f23b0a0bd4c8f1263e0dbfad7424ad6d07e33dd6ed2e7afcd662fe181a314846
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h3_seed20260718.json,2101922,a83cda6fe19260e5af7086ec1cc914cc1f722e247918a0abe033c05ded0ee240
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h3_seed42.json,2566694,069e603cb6ba1649f34090109f8943566cef549da558cc302f0d2e64f26c58ab
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h6_seed2025.json,2890030,66fa02d1c3afebee2df20842d67e84218f8122e7a18b351f6ee0aa9459f83fe3
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h6_seed20260623.json,2630865,4f43aaea581b3e6a62505bf6133b3ea210fd0d0dbc9faac675db59890cbc9d90
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h6_seed20260715.json,2507222,9badb51837243bbd18019c86d2e5fa64d6212c41aa32294efbf59d0a7840d4b7
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h6_seed20260718.json,2220518,075fb170d630b61e7c44b49b6b54a406859f3d79d9889b75795a5b0004936cc3
04_E1_E5/E1_traffic_only/best_checkpoint/E1_traffic_only_h6_seed42.json,2728370,a4edcc95c5a26dbb252760736cac28c9a729bc70b052cd2edbab499ddb319db6
04_E1_E5/E1_traffic_only/config.yaml,1167,70b0f8b68342b2277966eb572ade55dbc95af0d4651fe7a79a0336b99333c3c4
04_E1_E5/E1_traffic_only/metrics_by_seed.csv,2185,d2fb7391b7da2684a830f80200def65ff69603cc9f756811bc41b27f60066640
04_E1_E5/E1_traffic_only/metrics_summary.csv,787,cce2fe8418048100fbbea0e7abec6c9d579fe0ea35750ae909746c59a18b2cd7
04_E1_E5/E1_traffic_only/predictions.parquet,1983547,20741fe9d8f856ae747bd199e97a0ca6642f7c7b58f40f6077422a19227c9a96
04_E1_E5/E1_traffic_only/preprocessing_h1.json,3381,ecdda301dddd2d57ed65ee1869ac7d22858da9bf6fe767b43688fa0036ae3363
04_E1_E5/E1_traffic_only/preprocessing_h3.json,3381,ecdda301dddd2d57ed65ee1869ac7d22858da9bf6fe767b43688fa0036ae3363
04_E1_E5/E1_traffic_only/preprocessing_h6.json,3381,ecdda301dddd2d57ed65ee1869ac7d22858da9bf6fe767b43688fa0036ae3363
04_E1_E5/E1_traffic_only/training_log.csv,2004,7eb07e4ef92a0c9a449ce56ac0ba4c7277d6aaddd394139104b1b93cb940e663
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h1_seed2025.json,1674531,4c61e7426ba6e9dbe0ab75b91bf30381df8beea65145684b3b5bc17240b65884
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h1_seed20260623.json,1829653,51d1db50663d09bcdaf6b886c58dcefea949bcec196e2b2c74de30ea38e9bf08
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h1_seed20260715.json,1939041,4c3b24df06094a93fdd53ff64dc641e31e3033ad77367caa9538805ebdb02c6f
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h1_seed20260718.json,1885345,f2574d1ea5aa598577297d37bf79808f990de81fb501256f4afa431d8f658f6b
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h1_seed42.json,1822563,a48acfc8d71ef09c84b70e11ac885985ffb50856016524988f1c8dc59f54fd37
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h3_seed2025.json,1947199,40b5b6f205426a24880bad795d877b8eef949d7a6eb611adc072c45332abbac2
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h3_seed20260623.json,2357270,407606233acca15aa32b8f82664e4d4873d3427b2c706ad5037173c8de25763f
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h3_seed20260715.json,2287843,2adc38cc5b0c34e3452daecd0368d8d5fbd006d5d4b8bf93166ef36ef11dbc55
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h3_seed20260718.json,1655065,d2a62160e51eb2c1bbb4356ffd7e83435094a4fbe8e48f0f6b26646aef849359
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h3_seed42.json,2078819,300c5be4bad7e703e7017168d36fc9771d50cfdb5361b05f507138fd221ab9b2
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h6_seed2025.json,1737795,376fbea9e6819f7a1facedcec1a679217b2da9d751654e587dad8c15a231b788
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h6_seed20260623.json,1765045,e4ad3c0a87850251d904aba6b99421df8fc8dbf64e895bbb3b9c3f9c0ecd8c53
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h6_seed20260715.json,2095024,0ebd376634d59b7e1920ef1e57660200df8d21e7130aebde4fb63dccae079a62
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h6_seed20260718.json,2026657,89b66843a3bf450088545e777ba8433c6f3fe8dea3b070d93202006b39d1bcf8
04_E1_E5/E2_rainfall/best_checkpoint/E2_rainfall_h6_seed42.json,2099634,6aee994844897784e61d72fa4dfe9ebd2eeff5fd2a2d81a9b3e9c739b0cb0c28
04_E1_E5/E2_rainfall/config.yaml,1408,474ec1a8136716bb0b22d9c06c56d64fb78223e719d8541322337649d477a5c5
04_E1_E5/E2_rainfall/metrics_by_seed.csv,2144,f26c9cf9e8a7e6361c370eba5f8cc078356a10043a8f71dd31aba853ace4818f
04_E1_E5/E2_rainfall/metrics_summary.csv,779,02ee16bfbbab068d4545d72d4e37ea3c07de7cbd5ef316e21aa2e7a99b8b6c14
04_E1_E5/E2_rainfall/predictions.parquet,2033305,e31efdf26d481c6c9ba57631b8a6450ef2b9ce0f69559efa63ca29903660ebb2
04_E1_E5/E2_rainfall/preprocessing_h1.json,4017,8370e69638778a808473d008c1f4e8fd21b06cf33e462f86f4abad232b84a0b4
04_E1_E5/E2_rainfall/preprocessing_h3.json,4017,8370e69638778a808473d008c1f4e8fd21b06cf33e462f86f4abad232b84a0b4
04_E1_E5/E2_rainfall/preprocessing_h6.json,4017,8370e69638778a808473d008c1f4e8fd21b06cf33e462f86f4abad232b84a0b4
04_E1_E5/E2_rainfall/training_log.csv,1883,0d78759876e52bb53980474e75941dc9719de7abfaae197dd1c0c8dbb0fe8ca6
04_E1_E5/E3_meteorology/best_checkpoint/E3_meteorology_h1_seed2025.json,1817750,60e7592cdeb8fd75134c2171238a721189f410e5888c78980b01a53a08fb64e0
04_E1_E5/E3_meteorology/best_checkpoint/E3_meteorology_h1_seed20260623.json,2077230,ec32cf40e31f57191a5cf366c445b71e5b876737d78949778cc3e0d93b0c80ba
04_E1_E5/E3_meteorology/best_checkpoint/E3_meteorology_h1_seed20260715.json,1785071,548d8743af729e79a6ddacdfec8da0320aef7047e4ac59482fc5e27ddcb07d61
04_E1_E5/E3_meteorology/best_checkpoint/E3_meteorology_h1_seed20260718.json,1909213,03f7ba56cf4955821abb5e12f0d9f144accd5db5d518f4e6809bc6aa5c91528a
04_E1_E5/E3_meteorology/best_checkpoint/E3_meteorology_h1_seed42.json,1927896,f8517236e3949d75dbcc52d0842310fcadb586c928d1265e86818c7175ff8af9
04_E1_E5/E3_meteorology/best_checkpoint/E3_meteorology_h3_seed2025.json,1718276,bb801271dabc9b53176db6d8b608adee85d1ed40aa91be45980427e58cbe8331
04_E1_E5/E3_meteorology/best_checkpoint/E3_meteorology_h3_seed20260623.json,1820251,3019cf9e84572bb312d9e6e3873339addc9ffc4e2293e5aeeaec8f394d80809d
04_E1_E5/E3_meteorology/best_checkpoint/E3_meteorology_h3_seed20260715.json,1830742,ff433dcda40b851f4be6f98470510919a68a331caf7e1cdd700d380c21da2ddc
