gap_id,node_id,gap_start,gap_end,gap_length_hours,start_split,end_split,carry_forward_count,fallback_count,excluded_count
N021_G0006,N021,2026-01-02 07:00:00,2026-01-02 07:00:00,1,train,train,1,0,0
N021_G0007,N021,2026-01-02 17:00:00,2026-01-02 17:00:00,1,train,train,1,0,0
N021_G0008,N021,2026-01-03 06:00:00,2026-01-03 07:00:00,2,train,train,2,0,0
N021_G0009,N021,2026-01-03 11:00:00,2026-01-03 11:00:00,1,train,train,1,0,0
N021_G0010,N021,2026-01-11 08:00:00,2026-01-11 08:00:00,1,train,train,1,0,0
N021_G0011,N021,2026-01-15 19:00:00,2026-01-15 19:00:00,1,train,train,1,0,0
N021_G0012,N021,2026-01-17 21:00:00,2026-01-17 21:00:00,1,train,train,1,0,0
N021_G0013,N021,2026-01-18 01:00:00,2026-01-18 01:00:00,1,train,train,1,0,0
N021_G0014,N021,2026-01-18 15:00:00,2026-01-18 15:00:00,1,train,train,1,0,0
N021_G0015,N021,2026-01-22 12:00:00,2026-01-22 12:00:00,1,train,train,1,0,0
N021_G0016,N021,2026-01-22 21:00:00,2026-01-22 21:00:00,1,train,train,1,0,0
N021_G0017,N021,2026-01-23 22:00:00,2026-01-23 22:00:00,1,train,train,1,0,0
N021_G0018,N021,2026-01-28 10:00:00,2026-01-28 10:00:00,1,train,train,1,0,0
N021_G0019,N021,2026-01-28 12:00:00,2026-01-28 12:00:00,1,train,train,1,0,0
N021_G0020,N021,2026-01-29 08:00:00,2026-01-29 08:00:00,1,train,train,1,0,0
N021_G0021,N021,2026-01-30 12:00:00,2026-01-30 12:00:00,1,train,train,1,0,0
N021_G0022,N021,2026-02-04 19:00:00,2026-02-04 19:00:00,1,validation,validation,1,0,0
N021_G0023,N021,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N021_G0024,N021,2026-02-11 18:00:00,2026-02-11 22:00:00,5,validation,validation,5,0,0
N021_G0025,N021,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N021_G0026,N021,2026-02-13 21:00:00,2026-02-13 21:00:00,1,validation,validation,1,0,0
N021_G0027,N021,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N021_G0028,N021,2026-02-24 08:00:00,2026-02-24 08:00:00,1,test,test,1,0,0
N022_G0001,N022,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N022_G0002,N022,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N022_G0003,N022,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N022_G0004,N022,2025-12-31 22:00:00,2025-12-31 22:00:00,1,train,train,1,0,0
N022_G0005,N022,2026-01-03 21:00:00,2026-01-03 21:00:00,1,train,train,1,0,0
N022_G0006,N022,2026-01-16 15:00:00,2026-01-16 15:00:00,1,train,train,1,0,0
N022_G0007,N022,2026-01-16 21:00:00,2026-01-16 21:00:00,1,train,train,1,0,0
N022_G0008,N022,2026-01-18 03:00:00,2026-01-18 03:00:00,1,train,train,1,0,0
N022_G0009,N022,2026-01-18 11:00:00,2026-01-18 11:00:00,1,train,train,1,0,0
N022_G0010,N022,2026-01-20 03:00:00,2026-01-20 03:00:00,1,train,train,1,0,0
N022_G0011,N022,2026-01-21 03:00:00,2026-01-21 03:00:00,1,train,train,1,0,0
N022_G0012,N022,2026-01-22 00:00:00,2026-01-22 00:00:00,1,train,train,1,0,0
N022_G0013,N022,2026-01-22 21:00:00,2026-01-22 21:00:00,1,train,train,1,0,0
N022_G0014,N022,2026-01-24 16:00:00,2026-01-24 16:00:00,1,train,train,1,0,0
N022_G0015,N022,2026-01-25 22:00:00,2026-01-25 22:00:00,1,train,train,1,0,0
N022_G0016,N022,2026-01-26 22:00:00,2026-01-26 22:00:00,1,train,train,1,0,0
N022_G0017,N022,2026-01-28 09:00:00,2026-01-28 09:00:00,1,train,train,1,0,0
N022_G0018,N022,2026-01-29 11:00:00,2026-01-29 11:00:00,1,train,train,1,0,0
N022_G0019,N022,2026-01-30 15:00:00,2026-01-30 15:00:00,1,train,train,1,0,0
N022_G0020,N022,2026-02-03 17:00:00,2026-02-03 17:00:00,1,train,train,1,0,0
N022_G0021,N022,2026-02-09 19:00:00,2026-02-09 19:00:00,1,validation,validation,1,0,0
N022_G0022,N022,2026-02-10 11:00:00,2026-02-10 11:00:00,1,validation,validation,1,0,0
N022_G0023,N022,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N022_G0024,N022,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N022_G0025,N022,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N022_G0026,N022,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N022_G0027,N022,2026-02-18 22:00:00,2026-02-18 22:00:00,1,test,test,1,0,0
N022_G0028,N022,2026-02-19 03:00:00,2026-02-19 03:00:00,1,test,test,1,0,0
N022_G0029,N022,2026-02-22 22:00:00,2026-02-22 22:00:00,1,test,test,1,0,0
N022_G0030,N022,2026-02-24 11:00:00,2026-02-24 11:00:00,1,test,test,1,0,0
N023_G0001,N023,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N023_G0002,N023,2025-12-10 01:00:00,2025-12-10 06:00:00,6,train,train,6,0,0
N023_G0003,N023,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N023_G0004,N023,2025-12-18 20:00:00,2025-12-18 20:00:00,1,train,train,1,0,0
N023_G0005,N023,2025-12-31 22:00:00,2025-12-31 22:00:00,1,train,train,1,0,0
N023_G0006,N023,2026-01-01 14:00:00,2026-01-01 14:00:00,1,train,train,1,0,0
N023_G0007,N023,2026-01-01 21:00:00,2026-01-01 21:00:00,1,train,train,1,0,0
N023_G0008,N023,2026-01-03 02:00:00,2026-01-03 02:00:00,1,train,train,1,0,0
N023_G0009,N023,2026-01-03 05:00:00,2026-01-03 05:00:00,1,train,train,1,0,0
N023_G0010,N023,2026-01-03 12:00:00,2026-01-03 12:00:00,1,train,train,1,0,0
N023_G0011,N023,2026-01-07 03:00:00,2026-01-07 03:00:00,1,train,train,1,0,0
N023_G0012,N023,2026-01-08 08:00:00,2026-01-08 08:00:00,1,train,train,1,0,0
N023_G0013,N023,2026-01-13 07:00:00,2026-01-13 07:00:00,1,train,train,1,0,0
N023_G0014,N023,2026-01-13 18:00:00,2026-01-13 18:00:00,1,train,train,1,0,0
N023_G0015,N023,2026-01-16 08:00:00,2026-01-16 08:00:00,1,train,train,1,0,0
N023_G0016,N023,2026-01-16 14:00:00,2026-01-16 14:00:00,1,train,train,1,0,0
N023_G0017,N023,2026-01-16 19:00:00,2026-01-16 19:00:00,1,train,train,1,0,0
N023_G0018,N023,2026-01-18 16:00:00,2026-01-18 16:00:00,1,train,train,1,0,0
N023_G0019,N023,2026-01-19 06:00:00,2026-01-19 06:00:00,1,train,train,1,0,0
N023_G0020,N023,2026-01-21 20:00:00,2026-01-21 20:00:00,1,train,train,1,0,0
N023_G0021,N023,2026-01-24 15:00:00,2026-01-24 15:00:00,1,train,train,1,0,0
N023_G0022,N023,2026-01-29 05:00:00,2026-01-29 05:00:00,1,train,train,1,0,0
N023_G0023,N023,2026-01-30 20:00:00,2026-01-30 20:00:00,1,train,train,1,0,0
N023_G0024,N023,2026-01-31 06:00:00,2026-01-31 06:00:00,1,train,train,1,0,0
N023_G0025,N023,2026-01-31 20:00:00,2026-01-31 20:00:00,1,train,train,1,0,0
N023_G0026,N023,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N023_G0027,N023,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N023_G0028,N023,2026-02-12 01:00:00,2026-02-12 01:00:00,1,validation,validation,1,0,0
N023_G0029,N023,2026-02-12 04:00:00,2026-02-12 04:00:00,1,validation,validation,1,0,0
N023_G0030,N023,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N023_G0031,N023,2026-02-14 03:00:00,2026-02-14 03:00:00,1,validation,validation,1,0,0
N023_G0032,N023,2026-02-15 08:00:00,2026-02-15 08:00:00,1,validation,validation,1,0,0
N023_G0033,N023,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N023_G0034,N023,2026-02-24 05:00:00,2026-02-24 05:00:00,1,test,test,1,0,0
N024_G0001,N024,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N024_G0002,N024,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N024_G0003,N024,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N024_G0004,N024,2025-12-31 22:00:00,2025-12-31 22:00:00,1,train,train,1,0,0
N024_G0005,N024,2026-01-02 02:00:00,2026-01-02 02:00:00,1,train,train,1,0,0
N024_G0006,N024,2026-01-03 20:00:00,2026-01-03 20:00:00,1,train,train,1,0,0
N024_G0007,N024,2026-01-06 00:00:00,2026-01-06 00:00:00,1,train,train,1,0,0
N024_G0008,N024,2026-01-10 02:00:00,2026-01-10 02:00:00,1,train,train,1,0,0
N024_G0009,N024,2026-01-13 13:00:00,2026-01-13 13:00:00,1,train,train,1,0,0
N024_G0010,N024,2026-01-13 15:00:00,2026-01-13 15:00:00,1,train,train,1,0,0
N024_G0011,N024,2026-01-16 08:00:00,2026-01-16 08:00:00,1,train,train,1,0,0
N024_G0012,N024,2026-01-17 19:00:00,2026-01-17 19:00:00,1,train,train,1,0,0
N024_G0013,N024,2026-01-18 03:00:00,2026-01-18 03:00:00,1,train,train,1,0,0
N024_G0014,N024,2026-01-18 06:00:00,2026-01-18 06:00:00,1,train,train,1,0,0
N024_G0015,N024,2026-01-18 09:00:00,2026-01-18 09:00:00,1,train,train,1,0,0
N024_G0016,N024,2026-01-19 14:00:00,2026-01-19 14:00:00,1,train,train,1,0,0
N024_G0017,N024,2026-01-19 19:00:00,2026-01-19 19:00:00,1,train,train,1,0,0
N024_G0018,N024,2026-01-26 05:00:00,2026-01-26 05:00:00,1,train,train,1,0,0
N024_G0019,N024,2026-01-28 02:00:00,2026-01-28 02:00:00,1,train,train,1,0,0
N024_G0020,N024,2026-01-28 07:00:00,2026-01-28 07:00:00,1,train,train,1,0,0
N024_G0021,N024,2026-01-30 23:00:00,2026-01-30 23:00:00,1,train,train,1,0,0
N024_G0022,N024,2026-02-01 17:00:00,2026-02-01 17:00:00,1,train,train,1,0,0
N024_G0023,N024,2026-02-02 11:00:00,2026-02-02 11:00:00,1,train,train,1,0,0
N024_G0024,N024,2026-02-02 18:00:00,2026-02-02 18:00:00,1,train,train,1,0,0
N024_G0025,N024,2026-02-04 22:00:00,2026-02-04 22:00:00,1,validation,validation,1,0,0
N024_G0026,N024,2026-02-05 05:00:00,2026-02-05 05:00:00,1,validation,validation,1,0,0
N024_G0027,N024,2026-02-10 12:00:00,2026-02-10 12:00:00,1,validation,validation,1,0,0
N024_G0028,N024,2026-02-10 14:00:00,2026-02-10 14:00:00,1,validation,validation,1,0,0
N024_G0029,N024,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N024_G0030,N024,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N024_G0031,N024,2026-02-12 00:00:00,2026-02-12 00:00:00,1,validation,validation,1,0,0
N024_G0032,N024,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N024_G0033,N024,2026-02-13 19:00:00,2026-02-13 19:00:00,1,validation,validation,1,0,0
N024_G0034,N024,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N024_G0035,N024,2026-02-23 11:00:00,2026-02-23 11:00:00,1,test,test,1,0,0
N024_G0036,N024,2026-02-23 18:00:00,2026-02-23 18:00:00,1,test,test,1,0,0
N025_G0001,N025,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N025_G0002,N025,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N025_G0003,N025,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N025_G0004,N025,2026-01-01 21:00:00,2026-01-01 21:00:00,1,train,train,1,0,0
N025_G0005,N025,2026-01-02 21:00:00,2026-01-02 21:00:00,1,train,train,1,0,0
N025_G0006,N025,2026-01-03 20:00:00,2026-01-03 20:00:00,1,train,train,1,0,0
N025_G0007,N025,2026-01-17 15:00:00,2026-01-17 15:00:00,1,train,train,1,0,0
N025_G0008,N025,2026-01-17 19:00:00,2026-01-17 19:00:00,1,train,train,1,0,0
N025_G0009,N025,2026-01-18 10:00:00,2026-01-18 10:00:00,1,train,train,1,0,0
N025_G0010,N025,2026-01-19 15:00:00,2026-01-19 15:00:00,1,train,train,1,0,0
N025_G0011,N025,2026-01-25 08:00:00,2026-01-25 08:00:00,1,train,train,1,0,0
N025_G0012,N025,2026-01-25 14:00:00,2026-01-25 14:00:00,1,train,train,1,0,0
N025_G0013,N025,2026-01-26 15:00:00,2026-01-26 15:00:00,1,train,train,1,0,0
N025_G0014,N025,2026-01-27 01:00:00,2026-01-27 01:00:00,1,train,train,1,0,0
N025_G0015,N025,2026-01-28 17:00:00,2026-01-28 17:00:00,1,train,train,1,0,0
N025_G0016,N025,2026-02-02 23:00:00,2026-02-02 23:00:00,1,train,train,1,0,0
N025_G0017,N025,2026-02-03 11:00:00,2026-02-03 11:00:00,1,train,train,1,0,0
N025_G0018,N025,2026-02-05 16:00:00,2026-02-05 16:00:00,1,validation,validation,1,0,0
N025_G0019,N025,2026-02-06 11:00:00,2026-02-06 11:00:00,1,validation,validation,1,0,0
N025_G0020,N025,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N025_G0021,N025,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N025_G0022,N025,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N025_G0023,N025,2026-02-13 15:00:00,2026-02-13 15:00:00,1,validation,validation,1,0,0
N025_G0024,N025,2026-02-13 19:00:00,2026-02-13 19:00:00,1,validation,validation,1,0,0
N025_G0025,N025,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N025_G0026,N025,2026-02-18 08:00:00,2026-02-18 08:00:00,1,test,test,1,0,0
N025_G0027,N025,2026-02-18 14:00:00,2026-02-18 14:00:00,1,test,test,1,0,0
N025_G0028,N025,2026-02-20 01:00:00,2026-02-20 01:00:00,1,test,test,1,0,0
N025_G0029,N025,2026-02-22 08:00:00,2026-02-22 08:00:00,1,test,test,1,0,0
N025_G0030,N025,2026-02-22 14:00:00,2026-02-22 14:00:00,1,test,test,1,0,0
N025_G0031,N025,2026-02-23 23:00:00,2026-02-23 23:00:00,1,test,test,1,0,0
N026_G0001,N026,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N026_G0002,N026,2025-12-10 01:00:00,2025-12-10 06:00:00,6,train,train,6,0,0
N026_G0003,N026,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N026_G0004,N026,2026-01-01 22:00:00,2026-01-01 22:00:00,1,train,train,1,0,0
N026_G0005,N026,2026-01-02 06:00:00,2026-01-02 06:00:00,1,train,train,1,0,0
N026_G0006,N026,2026-01-02 21:00:00,2026-01-02 21:00:00,1,train,train,1,0,0
N026_G0007,N026,2026-01-03 18:00:00,2026-01-03 18:00:00,1,train,train,1,0,0
N026_G0008,N026,2026-01-16 06:00:00,2026-01-16 06:00:00,1,train,train,1,0,0
N026_G0009,N026,2026-01-16 17:00:00,2026-01-16 17:00:00,1,train,train,1,0,0
N026_G0010,N026,2026-01-17 22:00:00,2026-01-17 22:00:00,1,train,train,1,0,0
N026_G0011,N026,2026-01-18 17:00:00,2026-01-18 17:00:00,1,train,train,1,0,0
N026_G0012,N026,2026-01-20 21:00:00,2026-01-20 21:00:00,1,train,train,1,0,0
N026_G0013,N026,2026-01-21 08:00:00,2026-01-21 08:00:00,1,train,train,1,0,0
N026_G0014,N026,2026-01-23 07:00:00,2026-01-23 07:00:00,1,train,train,1,0,0
N026_G0015,N026,2026-01-27 12:00:00,2026-01-27 12:00:00,1,train,train,1,0,0
N026_G0016,N026,2026-02-04 19:00:00,2026-02-04 19:00:00,1,validation,validation,1,0,0
N026_G0017,N026,2026-02-05 15:00:00,2026-02-05 15:00:00,1,validation,validation,1,0,0
N026_G0018,N026,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N026_G0019,N026,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N026_G0020,N026,2026-02-12 02:00:00,2026-02-12 02:00:00,1,validation,validation,1,0,0
N026_G0021,N026,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N026_G0022,N026,2026-02-13 22:00:00,2026-02-13 22:00:00,1,validation,validation,1,0,0
N026_G0023,N026,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N026_G0024,N026,2026-02-19 21:00:00,2026-02-19 21:00:00,1,test,test,1,0,0
N026_G0025,N026,2026-02-20 12:00:00,2026-02-20 12:00:00,1,test,test,1,0,0
N027_G0001,N027,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N027_G0002,N027,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N027_G0003,N027,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N027_G0004,N027,2026-01-01 12:00:00,2026-01-01 12:00:00,1,train,train,1,0,0
N027_G0005,N027,2026-01-12 12:00:00,2026-01-12 12:00:00,1,train,train,1,0,0
N027_G0006,N027,2026-01-12 18:00:00,2026-01-12 18:00:00,1,train,train,1,0,0
N027_G0007,N027,2026-01-14 15:00:00,2026-01-14 15:00:00,1,train,train,1,0,0
N027_G0008,N027,2026-01-15 13:00:00,2026-01-15 13:00:00,1,train,train,1,0,0
N027_G0009,N027,2026-01-16 01:00:00,2026-01-16 01:00:00,1,train,train,1,0,0
N027_G0010,N027,2026-01-16 10:00:00,2026-01-16 10:00:00,1,train,train,1,0,0
N027_G0011,N027,2026-01-16 14:00:00,2026-01-16 14:00:00,1,train,train,1,0,0
N027_G0012,N027,2026-01-16 19:00:00,2026-01-16 19:00:00,1,train,train,1,0,0
N027_G0013,N027,2026-01-17 08:00:00,2026-01-17 08:00:00,1,train,train,1,0,0
N027_G0014,N027,2026-01-18 11:00:00,2026-01-18 11:00:00,1,train,train,1,0,0
N027_G0015,N027,2026-01-18 20:00:00,2026-01-18 20:00:00,1,train,train,1,0,0
N027_G0016,N027,2026-01-20 04:00:00,2026-01-20 04:00:00,1,train,train,1,0,0
N027_G0017,N027,2026-01-23 09:00:00,2026-01-23 09:00:00,1,train,train,1,0,0
N027_G0018,N027,2026-01-25 12:00:00,2026-01-25 12:00:00,1,train,train,1,0,0
N027_G0019,N027,2026-01-29 00:00:00,2026-01-29 00:00:00,1,train,train,1,0,0
N027_G0020,N027,2026-01-29 15:00:00,2026-01-29 15:00:00,1,train,train,1,0,0
N027_G0021,N027,2026-02-03 02:00:00,2026-02-03 02:00:00,1,train,train,1,0,0
N027_G0022,N027,2026-02-04 13:00:00,2026-02-04 13:00:00,1,validation,validation,1,0,0
N027_G0023,N027,2026-02-04 22:00:00,2026-02-04 22:00:00,1,validation,validation,1,0,0
N027_G0024,N027,2026-02-07 14:00:00,2026-02-07 14:00:00,1,validation,validation,1,0,0
N027_G0025,N027,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N027_G0026,N027,2026-02-11 01:00:00,2026-02-11 01:00:00,1,validation,validation,1,0,0
N027_G0027,N027,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N027_G0028,N027,2026-02-12 13:00:00,2026-02-12 13:00:00,1,validation,validation,1,0,0
N027_G0029,N027,2026-02-12 20:00:00,2026-02-12 23:00:00,4,validation,validation,4,0,0
N027_G0030,N027,2026-02-13 08:00:00,2026-02-13 08:00:00,1,validation,validation,1,0,0
N027_G0031,N027,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N027_G0032,N027,2026-02-18 12:00:00,2026-02-18 12:00:00,1,test,test,1,0,0
N027_G0033,N027,2026-02-19 04:00:00,2026-02-19 04:00:00,1,test,test,1,0,0
N027_G0034,N027,2026-02-22 12:00:00,2026-02-22 12:00:00,1,test,test,1,0,0
N027_G0035,N027,2026-02-24 00:00:00,2026-02-24 00:00:00,1,test,test,1,0,0
N027_G0036,N027,2026-02-24 15:00:00,2026-02-24 15:00:00,1,test,test,1,0,0
N028_G0001,N028,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N028_G0002,N028,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N028_G0003,N028,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N028_G0004,N028,2025-12-16 12:00:00,2025-12-16 12:00:00,1,train,train,1,0,0
N028_G0005,N028,2025-12-24 09:00:00,2025-12-24 09:00:00,1,train,train,1,0,0
N028_G0006,N028,2025-12-31 23:00:00,2025-12-31 23:00:00,1,train,train,1,0,0
N028_G0007,N028,2026-01-01 10:00:00,2026-01-01 10:00:00,1,train,train,1,0,0
N028_G0008,N028,2026-01-01 12:00:00,2026-01-01 12:00:00,1,train,train,1,0,0
N028_G0009,N028,2026-01-03 13:00:00,2026-01-03 13:00:00,1,train,train,1,0,0
N028_G0010,N028,2026-01-09 19:00:00,2026-01-09 19:00:00,1,train,train,1,0,0
N028_G0011,N028,2026-01-16 00:00:00,2026-01-16 00:00:00,1,train,train,1,0,0
N028_G0012,N028,2026-01-18 16:00:00,2026-01-18 16:00:00,1,train,train,1,0,0
N028_G0013,N028,2026-01-21 07:00:00,2026-01-21 07:00:00,1,train,train,1,0,0
N028_G0014,N028,2026-01-21 23:00:00,2026-01-21 23:00:00,1,train,train,1,0,0
N028_G0015,N028,2026-01-22 13:00:00,2026-01-22 13:00:00,1,train,train,1,0,0
N028_G0016,N028,2026-01-23 21:00:00,2026-01-23 21:00:00,1,train,train,1,0,0
N028_G0017,N028,2026-01-26 04:00:00,2026-01-26 04:00:00,1,train,train,1,0,0
N028_G0018,N028,2026-01-26 16:00:00,2026-01-26 16:00:00,1,train,train,1,0,0
N028_G0019,N028,2026-01-30 07:00:00,2026-01-30 07:00:00,1,train,train,1,0,0
N028_G0020,N028,2026-02-03 11:00:00,2026-02-03 11:00:00,1,train,train,1,0,0
N028_G0021,N028,2026-02-03 20:00:00,2026-02-03 20:00:00,1,train,train,1,0,0
N028_G0022,N028,2026-02-08 12:00:00,2026-02-08 12:00:00,1,validation,validation,1,0,0
N028_G0023,N028,2026-02-08 18:00:00,2026-02-08 18:00:00,1,validation,validation,1,0,0
N028_G0024,N028,2026-02-09 15:00:00,2026-02-09 15:00:00,1,validation,validation,1,0,0
N028_G0025,N028,2026-02-10 18:00:00,2026-02-10 22:00:00,5,validation,validation,5,0,0
N028_G0026,N028,2026-02-11 12:00:00,2026-02-11 12:00:00,1,validation,validation,1,0,0
N028_G0027,N028,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N028_G0028,N028,2026-02-12 08:00:00,2026-02-12 08:00:00,1,validation,validation,1,0,0
N028_G0029,N028,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N028_G0030,N028,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N028_G0031,N028,2026-02-21 12:00:00,2026-02-21 12:00:00,1,test,test,1,0,0
N028_G0032,N028,2026-02-21 18:00:00,2026-02-21 18:00:00,1,test,test,1,0,0
N028_G0033,N028,2026-02-27 09:00:00,2026-02-27 09:00:00,1,test,test,1,0,0
N029_G0001,N029,2025-12-08 15:00:00,2025-12-08 15:00:00,1,train,train,1,0,0
N029_G0002,N029,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N029_G0003,N029,2025-12-09 19:00:00,2025-12-09 19:00:00,1,train,train,1,0,0
N029_G0004,N029,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N029_G0005,N029,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N029_G0006,N029,2025-12-24 05:00:00,2025-12-24 05:00:00,1,train,train,1,0,0
N029_G0007,N029,2026-01-01 12:00:00,2026-01-01 12:00:00,1,train,train,1,0,0
N029_G0008,N029,2026-01-03 16:00:00,2026-01-03 16:00:00,1,train,train,1,0,0
N029_G0009,N029,2026-01-14 09:00:00,2026-01-14 09:00:00,1,train,train,1,0,0
N029_G0010,N029,2026-01-16 05:00:00,2026-01-16 05:00:00,1,train,train,1,0,0
N029_G0011,N029,2026-01-17 18:00:00,2026-01-17 18:00:00,1,train,train,1,0,0
N029_G0012,N029,2026-01-18 13:00:00,2026-01-18 13:00:00,1,train,train,1,0,0
N029_G0013,N029,2026-01-20 07:00:00,2026-01-20 07:00:00,1,train,train,1,0,0
N029_G0014,N029,2026-01-20 09:00:00,2026-01-20 09:00:00,1,train,train,1,0,0
N029_G0015,N029,2026-01-20 14:00:00,2026-01-20 14:00:00,1,train,train,1,0,0
N029_G0016,N029,2026-01-21 01:00:00,2026-01-21 01:00:00,1,train,train,1,0,0
N029_G0017,N029,2026-01-25 10:00:00,2026-01-25 10:00:00,1,train,train,1,0,0
N029_G0018,N029,2026-01-25 19:00:00,2026-01-25 19:00:00,1,train,train,1,0,0
N029_G0019,N029,2026-01-28 21:00:00,2026-01-28 22:00:00,2,train,train,2,0,0
N029_G0020,N029,2026-02-03 20:00:00,2026-02-03 20:00:00,1,train,train,1,0,0
N029_G0021,N029,2026-02-05 12:00:00,2026-02-05 12:00:00,1,validation,validation,1,0,0
N029_G0022,N029,2026-02-06 09:00:00,2026-02-06 09:00:00,1,validation,validation,1,0,0
N029_G0023,N029,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N029_G0024,N029,2026-02-11 19:00:00,2026-02-11 23:00:00,5,validation,validation,5,0,0
N029_G0025,N029,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N029_G0026,N029,2026-02-13 18:00:00,2026-02-13 18:00:00,1,validation,validation,1,0,0
N029_G0027,N029,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N029_G0028,N029,2026-02-18 10:00:00,2026-02-18 10:00:00,1,test,test,1,0,0
N029_G0029,N029,2026-02-18 19:00:00,2026-02-18 19:00:00,1,test,test,1,0,0
N029_G0030,N029,2026-02-19 07:00:00,2026-02-19 07:00:00,1,test,test,1,0,0
N029_G0031,N029,2026-02-19 09:00:00,2026-02-19 09:00:00,1,test,test,1,0,0
N029_G0032,N029,2026-02-19 14:00:00,2026-02-19 14:00:00,1,test,test,1,0,0
N029_G0033,N029,2026-02-22 10:00:00,2026-02-22 10:00:00,1,test,test,1,0,0
N029_G0034,N029,2026-02-22 19:00:00,2026-02-22 19:00:00,1,test,test,1,0,0
N029_G0035,N029,2026-02-27 05:00:00,2026-02-27 05:00:00,1,test,test,1,0,0
N030_G0001,N030,2025-12-08 15:00:00,2025-12-08 15:00:00,1,train,train,1,0,0
N030_G0002,N030,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N030_G0003,N030,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N030_G0004,N030,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
